pair,date,high,low,open,close,volume
USDT_BTC,1614420000,47099.97,46601.01,46671.04,46775.51,121899926.2
USDT_BTC,1614423600,47640.03,46690,46775.68,47299.99,130625873.9
USDT_BTC,1614427200,47800,46735.63,47299.99,47429.99,155524036.7
USDT_BTC,1614430800,47700,47058.82,47430,47441.91,111900397.2
USDT_BTC,1614434400,47620,46836,47441.91,47079.64,121112174.9
USDT_BTC,1614438000,47378.92,46337.53,47078.23,46528.64,153502286.1
USDT_BTC,1614441600,46949.96,46271,46528.82,46883.19,105298736.4
USDT_BTC,1614445200,47177,46700,46883.19,47042.53,78515466.8
USDT_BTC,1614448800,47329.17,46900,47041.13,47136.3,68687063.12
USDT_BTC,1614452400,47450.26,47028.59,47136.29,47405.39,79658239.62
USDT_BTC,1614456000,47557.14,46900,47405.38,47081.07,88246185.36
USDT_BTC,1614459600,47170,46534.13,47083.43,46825.3,92418276.78
USDT_BTC,1614463200,46870.31,45742,46825.3,45828.43,120278864.9
USDT_BTC,1614466800,46441.41,45000,45828.44,46106.43,315208284.6
USDT_BTC,1614470400,46638.46,45588.11,46103.67,46345.94,146343245.4
USDT_BTC,1614474000,46600,46100,46345.93,46442.5,88446962.56
USDT_BTC,1614477600,46518.68,45220.28,46439.2,45397.23,130253873.3
USDT_BTC,1614481200,45684.56,44444,45397.97,44629.17,243565752.3
USDT_BTC,1614484800,45100,44267.48,44632.7,44384.14,167372917.6
USDT_BTC,1614488400,45600,44200,44384.38,44791.27,182473020.6
USDT_BTC,1614492000,44977.05,43738.65,44791.27,44372.43,268938540.5
USDT_BTC,1614495600,44783.29,44099.99,44379.68,44400.83,133261571.9
USDT_BTC,1614499200,45273.68,44375.02,44400.83,44856.61,144621237.6
USDT_BTC,1614502800,45530.62,44680.71,44856.61,45067.61,123504690
USDT_BTC,1614506400,45513.78,44712.19,45067.51,45177.2,106473932.9
USDT_BTC,1614510000,45493.87,44966.63,45177.2,45284.86,100639192
USDT_BTC,1614513600,45500.17,44501,45287.25,44756.99,134304067.7
USDT_BTC,1614517200,44889,44150,44756.99,44178.8,138482357.9
USDT_BTC,1614520800,44652.3,43556.98,44183.52,44561.92,258553829.2
USDT_BTC,1614524400,44628.89,43168,44564.46,43391.14,218771349.6
USDT_BTC,1614528000,43934.56,43000,43391.14,43514.78,203706183.1
USDT_BTC,1614531600,43942.62,43085,43514.77,43119.02,143500534.3
USDT_BTC,1614535200,43779.96,43001,43123.42,43677.39,116189047.2
USDT_BTC,1614538800,44521.66,43434.22,43683.79,44405.32,124222953
USDT_BTC,1614542400,44960,44088,44402.88,44860.38,120993189.5
USDT_BTC,1614546000,45380.21,44845.88,44866.37,45129.52,163044265.6
USDT_BTC,1614549600,45362.35,44755.1,45129.52,45180,89784874.35
USDT_BTC,1614553200,45919.61,44850,45179.99,45135.66,160912377.4
USDT_BTC,1614556800,46571.3,44950.53,45134.11,46217.19,225513041
USDT_BTC,1614560400,46492.33,45850,46217.18,46161.83,123992734.6
USDT_BTC,1614564000,46796.94,46102.84,46166.16,46419.56,136131784.1
USDT_BTC,1614567600,46540.31,46204.08,46414.7,46336.37,91409716
USDT_BTC,1614571200,46688.13,45959.7,46336.38,46458.33,99623997.44
USDT_BTC,1614574800,46486.33,45980,46474.53,46200.47,99418827.43
USDT_BTC,1614578400,46272.38,45641.02,46200.46,45857.3,113251774.6
USDT_BTC,1614582000,46425.61,45837.28,45857.3,46288.18,127185633.7
USDT_BTC,1614585600,47300,46272.1,46291.87,47009.38,229398351.7
USDT_BTC,1614589200,47500,46900,47009.38,47350.12,183805805.6
USDT_BTC,1614592800,47714.61,46968,47347.51,47615.66,179579344.6
USDT_BTC,1614596400,48050,47400,47615.66,47722.78,274969148.3
USDT_BTC,1614600000,48044.63,47450.32,47722.42,47913.8,152215160.1
USDT_BTC,1614603600,48441.96,47757.78,47913.8,47799.33,252041307.3
USDT_BTC,1614607200,48564.03,47580.1,47799.34,48083.04,219732963.7
USDT_BTC,1614610800,49298,48065.54,48083.04,49188,281053341.8
USDT_BTC,1614614400,49469.99,48530.36,49187.99,49065.4,286091759.3
USDT_BTC,1614618000,49200,48527.27,49069.6,48565,171459146.3
USDT_BTC,1614621600,48777.71,48233.33,48565,48465.27,151243496.7
USDT_BTC,1614625200,48700,48019.06,48465.27,48262.83,108246561.7
USDT_BTC,1614628800,48916.55,47876,48262.66,48512.4,217115102.9
USDT_BTC,1614632400,48872,48338.25,48512.99,48784.09,97812320.1
USDT_BTC,1614636000,49300,48588.89,48784.46,49137.73,92252313.96
USDT_BTC,1614639600,49790,49064.62,49137.73,49587.03,143972162
USDT_BTC,1614643200,50200,49278.94,49595.76,49354.62,216488087.6
USDT_BTC,1614646800,49699.93,48710,49354.63,49368.6,130190243.9
USDT_BTC,1614650400,49777,49045.45,49368.6,49272.74,143869485.5
USDT_BTC,1614654000,49398,48825,49272.74,48974.75,104756035.2
USDT_BTC,1614657600,49243,48544.75,48974.74,49159.16,108239030.2
USDT_BTC,1614661200,49402.07,48660.28,49159.16,48672.07,95318839.01
USDT_BTC,1614664800,48846.03,48333,48673.88,48638.36,132803863.9
USDT_BTC,1614668400,48833.1,48301.36,48631.58,48331.61,110625788.7
USDT_BTC,1614672000,49222,48270.69,48331.6,48858.08,146165949.2
USDT_BTC,1614675600,49265.54,48861.22,48861.23,49144.23,111331476.4
USDT_BTC,1614679200,49263.95,48550,49144.22,48721.09,109735288.6
USDT_BTC,1614682800,49047.06,48550,48721.09,48844.13,89672315.56
USDT_BTC,1614686400,49117,48568.98,48844.14,48811.03,94695646.42
USDT_BTC,1614690000,49076.7,48712.7,48807.45,49000,102661918.7
USDT_BTC,1614693600,49699.99,48769.32,49000,48899.31,204406128.6
USDT_BTC,1614697200,49043.99,48380.83,48899.3,48676.08,154673872.4
USDT_BTC,1614700800,48718.18,47265.79,48676.09,47520.01,257575962
USDT_BTC,1614704400,47982.45,47200,47519.58,47852.63,174456947.3
USDT_BTC,1614708000,48030.48,47526.31,47852.63,47678.38,95233303.9
USDT_BTC,1614711600,47944.43,47144.22,47678.38,47467.43,131747693.1
USDT_BTC,1614715200,47643.28,47047.6,47467.43,47529.57,116231937.4
USDT_BTC,1614718800,47870,47273.01,47529.57,47407.03,91943475.69
USDT_BTC,1614722400,47960,47331.96,47407.25,47789.87,59837463.59
USDT_BTC,1614726000,48489.24,47719.7,47793.36,48440.65,137811317.1
USDT_BTC,1614729600,48745.13,48100.71,48436.61,48507.96,122798419.6
USDT_BTC,1614733200,48882.43,48458.38,48514.8,48848.63,80018499.3
USDT_BTC,1614736800,49000.51,48528.92,48848.63,48594.07,75752054.89
USDT_BTC,1614740400,48839.27,48494.53,48594.06,48704.75,57663580.93
USDT_BTC,1614744000,49327.7,48653.09,48704.75,49105.47,136996237.7
USDT_BTC,1614747600,49466.69,48837,49105.47,49079.64,106340109.6
USDT_BTC,1614751200,49637.39,49078.59,49078.59,49529.9,146185108
USDT_BTC,1614754800,49960,49474.11,49529.9,49752.97,138931530.7
USDT_BTC,1614758400,50998,49752.97,49752.97,50909.41,277024353.6
USDT_BTC,1614762000,51495,50720,50909.4,51445.31,261126093.9
USDT_BTC,1614765600,51756.05,51187.07,51445.31,51414.19,232747613.9
USDT_BTC,1614769200,51777,51155.33,51414.19,51666.33,226230014
USDT_BTC,1614772800,52575.17,51355,51665.83,52540.04,296992452.1
USDT_BTC,1614776400,52640,51188.31,52547.23,51559.5,298239335.8
USDT_BTC,1614780000,51564.15,50651,51559.63,50776.36,360402221.2
USDT_BTC,1614783600,51155,50481,50776.35,50767.36,229708968.5
USDT_BTC,1614787200,51444.9,50750.02,50767.35,51077,254824653.3
USDT_BTC,1614790800,51449.84,50825.18,51077,51307.78,138068361.3
USDT_BTC,1614794400,51600,51100,51305.5,51233.11,119154743.8
USDT_BTC,1614798000,51257.29,50260,51233.11,50857.17,164086181.8
USDT_BTC,1614801600,51172.62,50431.37,50857.17,50521.4,103090865.1
USDT_BTC,1614805200,51123,50364.64,50523.93,50958.6,88022811.63
USDT_BTC,1614808800,51356.86,50500,50956.1,50577.34,91937030.52
USDT_BTC,1614812400,51068.99,50301.5,50577.33,50349.37,103180016.5
