pair,date,high,low,open,close,volume
USDT_BTC,1622016000,40841,39737.75,40445.79,40148.49,259202807.1
USDT_BTC,1622019600,40428.9,40066,40152.12,40150,108695403.6
USDT_BTC,1622023200,40330,39526,40150,39681.38,204294319.3
USDT_BTC,1622026800,39899.48,39379.79,39681.38,39850.65,124627911.6
USDT_BTC,1622030400,40289.75,39750.01,39850.66,40119.99,172753936
USDT_BTC,1622034000,40123.31,38790.23,40120,38831.98,287655917
USDT_BTC,1622037600,39339.52,38777.77,38831.98,39129.22,207684105.3
USDT_BTC,1622041200,39227.42,38440,39128.16,38758.61,237471856.7
USDT_BTC,1622044800,39350,38505,38758.62,38552.43,180248435.5
USDT_BTC,1622048400,39122.3,38008,38552.42,38965.66,193815887.7
USDT_BTC,1622052000,38975.74,38335,38975.74,38626.63,130465974.4
USDT_BTC,1622055600,38628.19,37900.03,38626.64,38485.1,182699869
USDT_BTC,1622059200,38823.27,38280.19,38476.74,38719.48,116812909.9
USDT_BTC,1622062800,39231.9,38518.09,38720.54,39030.74,117298476.8
USDT_BTC,1622066400,39128.18,38742.5,39030.74,38957.84,96061722.93
USDT_BTC,1622070000,39450.69,38639.74,38957.83,39241.91,107986204.9
USDT_BTC,1622073600,39243.1,38356.09,39241.92,38615.78,132298911.2
USDT_BTC,1622077200,38714.27,37502,38613.36,37625.31,186680198.4
USDT_BTC,1622080800,37995.19,37500,37624.6,37814.93,136921782.2
USDT_BTC,1622084400,37814.94,37134.27,37813.77,37621.56,151273829.3
USDT_BTC,1622088000,37789.85,37204.76,37623.64,37733.34,100127744.1
USDT_BTC,1622091600,38177.12,37452.31,37733.34,38136.54,129561520.5
USDT_BTC,1622095200,38300,37881.08,38138.75,38246.67,109052629
USDT_BTC,1622098800,38407.42,38033.7,38246.67,38275.47,90158790.61
USDT_BTC,1622102400,39173.62,37826.08,38275.47,38824.34,170723409.6
USDT_BTC,1622106000,39495.69,38800,38821.08,39277.44,143116390.3
USDT_BTC,1622109600,39608.72,39065.19,39277.44,39212.5,155805336.3
USDT_BTC,1622113200,39888.02,39203.49,39210.48,39690.01,165054384.3
USDT_BTC,1622116800,39945,39256.59,39690,39316.81,175126213.5
USDT_BTC,1622120400,40411.14,39310.02,39316.81,39864.02,248529842.1
USDT_BTC,1622124000,40355.57,39800,39864.01,40024.8,135613376.1
USDT_BTC,1622127600,40100,39461.85,40024.8,39667,174204735.7
USDT_BTC,1622131200,39721.28,38720,39666.99,38825.44,250509368.2
USDT_BTC,1622134800,39250,38691,38822.28,39028.99,125867669
USDT_BTC,1622138400,39222.13,38790.65,39029,39089.57,73102056.22
USDT_BTC,1622142000,39117.91,38500,39094.18,38768.35,100838351.1
USDT_BTC,1622145600,38831.76,38400.15,38768.36,38445.05,89887463.81
USDT_BTC,1622149200,39187.35,38195.19,38444.07,38978.69,132040356.4
USDT_BTC,1622152800,39146.39,38382.11,38978.69,38503.15,100720455.6
USDT_BTC,1622156400,38755.51,38279.1,38503.16,38529.98,84198712.49
USDT_BTC,1622160000,38877.83,37900,38529.99,37998.94,160619245
USDT_BTC,1622163600,38237.64,37687.77,37998.94,38155.11,120865791.9
USDT_BTC,1622167200,38416.74,38000,38150.57,38283.4,80772392.38
USDT_BTC,1622170800,38284.79,37813.38,38283.06,38237.18,95009772.86
USDT_BTC,1622174400,38237.1,37219.19,38237.1,37324.65,225827187.4
USDT_BTC,1622178000,37565.17,36686,37324.65,36996.45,230120809
USDT_BTC,1622181600,37193.71,36442,36996.45,36933.03,242862100.4
USDT_BTC,1622185200,37382.68,36474.57,36933.02,36975.93,246738863.4
USDT_BTC,1622188800,37250,35600,36975.65,35968.03,287909047.2
