pair,date,high,low,open,close,volume
USDT_BTC,1609624800,32311.92,31424.96,31693.53,32145.66,124189288.6
USDT_BTC,1609628400,32246.67,31500,32143.53,32178.33,147557520.6
USDT_BTC,1609632000,32497.8,31962.99,32176.45,32447.94,108006253.4
USDT_BTC,1609635600,32790.07,32201,32447.95,32585.09,110773399.7
USDT_BTC,1609639200,32884.09,32550,32583.04,32741.67,66039545.23
USDT_BTC,1609642800,32756,32404,32741.68,32573.87,69347477.46
USDT_BTC,1609646400,33250,32450,32576.11,33192.53,112792746.7
USDT_BTC,1609650000,34180,33109.44,33192.53,33758.67,350167811.1
USDT_BTC,1609653600,34110.05,33651.12,33758.67,33967.13,153551636.9
USDT_BTC,1609657200,34778.11,33737.19,33967.13,34452.34,273877823
USDT_BTC,1609660800,34670.41,33757.29,34451.78,34367.68,210713141.1
USDT_BTC,1609664400,34588.88,33800,34367.35,34190.55,206713459.4
